Id,Category,Topic,Source,Headline,Text,Link
300,0,Sport,El Dizque,Denuncian fraude en la final del voleibol de playa femenil de Río *NUMBER*,"Denuncian fraude en la final del voleibol de playa femenil de Río *NUMBER*
Nuestro corresponsal en Río de Janeiro nos trae información exclusiva sobre la final del voleibol de playa femenil en los Juegos Olímpicos, que se disputó el día de ayer entre Brasil y Alemania, pues, asegura, existe una gran polémica, por lo que el triunfo obtenido por Alemania no fue legal, y en realidad el oro correspondería a las chicas locales.
Por Inodoro Pérez (vía telefónica)
¿Bueno? ¿Qué pasó, mano? Sí, pues acá. Oye, fíjate que ayer me fui a ver el volei de chavas, y no juegues, estaban bien acá las dos de Brasil, una que se llama la Agatha y otra la Bárbara. No, y pos que van y se enfrentan con las alemanas en la final. Ni me fijé cómo se llamaban las alemanas, la verdad, pa'qué te voy a mentir, güey… Pero pues también estaban bien acá.
Y ya después, que empiezan a jugar, y yo acá bien entrado viendo como saltaban con sus bikinis y, ¡no, mano! Un espectáculo de aquellos. No, en serio, güey, en serio. Neta. Un espectaculote.
¿Qué quién ganó? Pues la verdad ni me fijé en el marcador, pero yo estoy seguro que ganaron las brasileñas porque eran las que más apoyo tenían y eran las que estaban más buenotas, pero los jueces no hicieron caso y les dieron el triunfo a las alemanas. De veras, güey. Pa'mí que se vendieron esos changos.
Y ya me voy porque por ahí viene un policía. Luego les hablo, güey. Saludos al Héctor Garza y al Yako Daniel. ¡Cámara, güey!",https://www.eldizque.com/denuncian-fraude-en-la-final-del-voleibol-de-playa-femenil-de-rio-2016/
302,0,Sport,El Dizque,Dos razones por las que los Rayados serán campeones de la Liga Mx,"Dos razones por las que los Rayados serán campeones de la Liga Mx
Está por terminar la Liguilla Apertura *NUMBER* del futbol mexicano, y a las semifinales han llegado el Monterrey, que ha sido el superlíder de esta campaña; además del Morelia, los Tigres y el América.
Sin embargo, de entre esos cuatro equipos, hay uno que parece estar predestinado a ganar, y ese es el Monterrey. A continuación enumeramos todas las razones por las que así lo creemos:
EL NOMBRE DEL ESTADIO
Una de las obras más monumentales en los últimos años es el estadio del Monterrey. Es un estadio de categoría mundial, con todos los lujos y comodidades que cualquier coliseo europeo envidiaría Es una imponente obra que deslumbra a cualquiera, y lleva por nombre BBVA Bancomer.
EL PATROCINADOR DE LA LIGA MX.
La Liga MX siempre ha tenido patrocinadores, esos que son los que pagan prácticamente todo y por lo cual, los dueños de los equipos y la Federación Mexicana de Futbol les viven eternamente agradecidos. De hecho, el torneo lleva por nombre el del patrocinador: Liga BBVA Bancomer MX.
Y ésas son las razones por las que ganarán. No será por su buen juego, ni por su entrenador, ni por su eficaz sistema, ni por su apasionada afición, ni por ser el superlíder, ni porque en el torneo sólo perdieron dos juegos, ni porque ya le ganaron a Tigres *NUMBER*-*NUMBER*, ni porque ya le ganaron al América *NUMBER*-*NUMBER*, ni porque Tigres calificó empatando *NUMBER*-*NUMBER* con León, ni porque el América calificó sin poderle meter goles al Cruz Azul.
¡No, señores! Es por cosas que no nos habíamos percatado, y que El les ha revelado",https://www.eldizque.com/dos-razones-por-las-que-los-rayados-seran-campeones-de-la-liga-mx/
305,0,Sport,El Dizque,"Para exterminar a las barras bravas, la Femexfut traerá hooligans a México","Para exterminar a las barras bravas, la Femexfut traerá hooligans a México
Las barras bravas de aficionados al futbol, llegadas a México a mediados de los noventa como una copia de Sudamérica, y que sustituyeron a las porras, no sólo importaron a México los canticos repetitivos e interminables, sino también la violencia.
Y es debido a esa violencia en los estadios que la Femexfut, ha decidido actuar de una vez por todas para terminar con las barras bravas, y para ello, a partir del próximo torneo, traerá hooligans veteranos directamente de Londres a fin de combatirlas.
Los veteranos hooligans, expertos en terror relacionado con la afición al futbol, prometen acabar con las barras de una vez por todas.
Nigel Kickenbutton, líder del primer grupo de hooligans que llegará a México, declaró para El:
""No conocemos bien el futbol mexicano. La verdad es que el futbol tercermundista nos da flojera. ¿América? ¿Chivas? ¿Tigres? ¿Qué es toda esa basura? Pero aunque no nos importan esos equipos, sí sabemos cómo romper caras y patear traseros, y estamos seguros de poder acabar a golpe limpio con cualquier barra que nos topemos, pues si de algo sabemos es de violencia"".
Con la llegada de los hooligans a México, se espera el total exterminio de las barras bravas. Sin embargo, no sabemos qué pasará después, cuando la Femexfut trate de deshacerse de los hooligans.",https://www.eldizque.com/para-exterminar-a-las-barras-bravas-la-femexfut-traera-hooligans-a-mexico/
306,0,Sport,El Dizque,Cruz Azul dejará la Liga MX para integrarse a Futbolito Bimbo,"Cruz Azul dejará la Liga MX para integrarse a Futbolito Bimbo
Quienes esperaban un domingo de resurrección para el Cruz Azul, se llevaron un chasco al darse cuenta que era apenas sábado de gloria, así que perdieron ante el América y se quedaron fuera de la Liguilla.
La prensa nacional e internacional hizo leña del árbol caído, y el Cruz Azul vuelve a ser la burla de todos, pues otra vez la cruzazulearon.
Hartos de esto, la directiva ha levantado la voz, diciendo que la Federación Mexicana de Futbol (Femexfut) es cómplice de todo esto que pasa, por lo que ha exigido una serie de cambios en la competencia para que el Cruz Azul continúe su permanencia en la Liga MX.
Los cambios son:
*NUMBER*- Que clasifiquen a la Liguilla los primeros *NUMBER* en vez de los primeros ocho, porque son sólo ocho lo consideran ventajoso en demasía y los pone en situación adversa.
*NUMBER*- No jugar contra el América, porque siempre que pierden, el ánimo cae y ya no les quedan ganas de ser competitivos.
*NUMBER*- Que a todos los equipos se les dé un trofeo solo por participar, porque sus vitrinas se ven muy vacías.
Como se espera que las Femexfut les diga que no a todos los puntos del pliego petitorio, los directivos del Cruz Azul ya están en pláticas en ligas como las de Haití, Jamaica, San Vicente, República Dominicana y Barbados, pero quienes están más interesados son los de Futbolito Bimbo.",https://www.eldizque.com/cruz-azul-dejara-la-liga-mx-para-integrarse-a-futbolito-bimbo/
308,0,Sport,El Dizque,Cuauhtémoc Blanco deja la alcaldía de Cuernavaca — Ahora jugará con el Real Madrid,"Cuauhtémoc Blanco deja la alcaldía de Cuernavaca — Ahora jugará con el Real Madrid
El pasado fin se semana se llevó a cabo, en un partido oficial, la despedida de uno de los ídolos americanistas, un homenaje en vida a Cuauhtémoc Blanco.
Lo que nadie sabía hasta hoy, es que a ese partido acudió Zinedine Zidane, el entrenador del Real Madrid, con el fin de platicar con Blanco. Al parecer han llegado a un acuerdo millonario, cuya cifra no ha salido a la luz, pero será más que lo que gana como alcalde de Cuernavaca.
En entrevista telefónica con El, Cuauhtémoc Blanco declaró:
""Pus mira, yo sólo sé que va a estar bien ching… esto, porque aún tengo pin… ganas de hacer cosas en la cancha, y que con el put… de Ronaldo adelante, mientras no se apendej.., todos los pin… equipos del mundo nos la van a pelar"".
Por su parte, Zidane dijo que está ansioso de ver a Cuauhtémoc: ""Con él tenemos garantizado no sólo el campeonato de la liga española, sino la Copa del Rey y la Champions. No perderemos ni un sólo partido en todo el año, pues con la pareja de Blanco-Ronaldo, ni el Barcelona nos ganará"".
— Por lo que veo le gusta mucho el estilo de Cuauhtémoc. ¿No le preocupa la edad?
— Espero que no sea un problema. En realidad nunca lo he visto jugar.
De acuerdo a un aguador del Real Madrid que pidió el anonimato, la decisión de contratar a Blanco se debe a que hasta España llegó la noticia de que Blanco, solito, había vencido a todos los partidos políticos y con ello había ganado la alcaldía de Cuernvaca, pero Zidane entendió que Blanco, solito, había vencido en todos los partidos de la liga de Cuernavaca.",https://www.eldizque.com/cuauhtemoc-blanco-deja-la-alcaldia-de-cuernavaca-ahora-jugara-con-el-real-madrid/
310,0,Sport,El Dizque,La camiseta verde del América será la oficial de la Selección Mexicana en Rusia,"La camiseta verde del América será la oficial de la Selección Mexicana en Rusia
Por cuestiones de mercadotecnia, muchos equipos de la Liga MX usan un uniforme alternativo haciendo alusión a los colores de la Selección Nacional. Dichos uniformes verdes han sido todo un éxito, pero ninguno como la que recientemente utilizó el América, con la que ganaron un cerrado partido en contra del Santos. La camiseta verde, reporta Nike, es la más vendida de todas las playeras alternativas en la historia del futbol mexicano.
Es por ello que la Federación Mexicana de Futbol (Femexfut) está considerando que sea el modelo a usar en Rusia *NUMBER*, en vez de los que ya habían presentado para la Selección Nacional.
""Ya que la Selección es de todos, y todos somos la Selección, consideramos que la playera debe darnos una identidad, algo con lo que tengamos una empatía y nos mueva hasta las fibras más íntimas del corazón"", declaró Decio de María, presidente de la Femexfut.
""Sabemos que muchos nos van a criticar; otros dirán que es la prueba más descarada de que Televisa es la dueña del futbol mexicano y de la Selección; otros dirán que es una burla a la afición; pero no, los números indican que la afición es la que más feliz estará de que esa sea la camiseta de la Selección"", añadió De María.
Por sus finos acabados y bordados, la nueva camiseta del América/Selección Nacional, tendrá ahora un precio de *NUMBER* pesos en tiendas autorizadas, —y con un peso más, la personalizarán con el número y el nombre que el comprador quiera—todo con tal de que la gente se sienta unida por la Selección en el Mundial de Rusia *NUMBER*.",https://www.eldizque.com/la-camiseta-verde-del-america-sera-la-oficial-de-la-seleccion-mexicana-en-rusia/
314,0,Sport,Hay noticia,Expedientado cura por poner un televisor en el confesionario para ver el fútbol,"Expedientado cura por poner un televisor en el confesionario para ver el fútbol
Un cura de una parroquia en la ciudad de Madrid ha sido expedientado y su caso será estudiado por la Iglesia Católica tras haber sido denunciado por algunos feligreses. Al parecer el cura tenía una pequeña televisión portátil en el confesionario, para ver los partidos del Madrid cuando coincidían con los horarios de confesión.
Algunos feligreses se extrañaban de una luz que provenía del interior del confesionario, así como de pequeños saltos y gritos ahogados que el cura daba de repente, como si estuviera pendiente de algo más. Finalmente en un descuido del párroco se atrevieron a inspeccionar el habitáculo descubriendo la televisión.
El cura, una vez descubierto se defendió de las acusaciones. ""Puedo perfectamente hacer dos cosas a la vez, atender las confesiones y mirar la televisión, no es tan difícil. Lo que no es muy cristiano es pretender que el Madrid juegue la Champions y que yo me lo pierda""",https://haynoticia.es/expedientado-cura-por-poner-un-televisor-en-el-confesionario-para-ver-el-futbol/
315,0,Sport,Hay noticia,"Messi: ""Todavía estoy a tiempo de jugar con la selección española""","Messi: ""Todavía estoy a tiempo de jugar con la selección española""
 En una entrevista aparecida hoy en el diario Sport de Barcelona, el astro argentino se sincera y asegura que se nacionalizaría español si le permitieran jugar en la selección española.
Uno de los retos que le quedan al mejor jugador de la historia del fútbol moderno, Leo Messi, es ganar una copa del mundo de fútbol. Sin embargo Messi es consciente de que con la selección Argentina le sería prácticamente imposible conseguir ese reto, por lo que no descartaría nacionalizarse español para poder jugar con la selección. Según comenta el propio jugador en la entrevista, él mismo preguntó a la FIFA si le dejaría jugar en otra selección a pesar de haber jugado ya en la absoluta argentina y el único requisito que le piden es conseguir la nacionalidad. ""Estoy seguro que con España sería capaz de conseguir por fin la copa del mundo. Si Julen Lopetegui (entrenador de la selección española de fútbol) me llama haré lo posible por nacionalizarme español.
Éstas declaraciones han sentado como un jarro de agua fría a la opinión pública argentina, que no han visto con buenos ojos que Messi quiera ser español por lo que el jugador ha tenido que explicar en su cuenta de Twitter que ""No reniego de ser argentino ni de haber jugado con Argentina, pero la gente tiene que comprender que yo quiera aspirar a los más alto posible"".",https://haynoticia.es/messi-todavia-estoy-tiempo-jugar-la-seleccion-espanola/
316,0,Sport,El Dizque,"""Lo mejor es no pagarles a los jugadores de las Chivas"": Vergara","""Lo mejor es no pagarles a los jugadores de las Chivas"": Vergara
Las Chivas del Guadalajara se coronaron como los campeones de la Liga de Campeones de la Concacaf, venciendo en tanda de penales a Toronto.
El director técnico, Matías Almeyda, dijo emocionado: ""Demostramos estar al nivel para vencer al Barcelona, al Manchester United, al Real Madrid, al Bayern Münich y a los Valedores de Iztacalco"".
Todo parece indicar que lo mal que jugaron en la Liga MX fue sólo para destantear a los enemigos, pues las Chivas estaban enfocadas en este encuentro que los llevará al Mundial de Clubes.
Ante ello, Jorge Vergara, el dueño de las Chivas, manifestó lo siguiente:
""Hemos hecho un esfuerzo muy grande para llegar al Mundial de Clubes. Los jugadores han aprendido a valorar su trabajo, a morirse en el campo, a dar la vida por el equipo, y esto ha quedado demostrado con este título, por lo que he decidido que para conservar el buen nivel del equipo, se les seguirá reteniendo su sueldo"".
Y es que hay que darse cuenta, dijo Vergara, que cuando se les paga, nomás no dan una: ""Se lesionan, echan la flojera, no se comprometen con el equipo, y lo peor: con su sueldo se van de fiesta, se vuelven indisciplinados y otras cosas que no van con un profesional. Pero ahora que no les estoy pagando, mírenlos: sienten como nunca la camiseta. Así que, dados los resultados, es mejor no pagarles por el bien del equipo"".
Vergara se alejó sin dar mayores detalles de su decisión, pero se dice que los jugadores que quieran ir al Mundial de Clubes, deberán demostrar que de verdad quieren estar ahí, por lo que cada jugador pagará su pasaje, su hospedaje, su comida y la renta por usar la playera del glorioso Guadalajara.",https://www.eldizque.com/lo-mejor-es-no-pagarles-a-los-jugadores-de-las-chivas-vergara/
317,0,Sport,La voz popular,CRISTIANO RONALDO TAMBIÉN JUEGA EN LA LIGA MEXICANA,"CRISTIANO RONALDO TAMBIÉN JUEGA EN LA LIGA MEXICANA
Este fin de semana se juega el Clasico Nacional y una noticia que nadie se esperaba ha salido a la luz, Cristiano Ronaldo jtmabién juega en la liga mexicana, al parecer lo hace como hobby, con el único afán de mantenerse en buena forma, y quizá, mejorar su español.
El revuelo en los medios ha sido engrandecido por el hecho de que éste fin de semana se juega el Clásico Nacional, donde se enfrentarán el Club América y las Chivas de Guadalajara por un nuevo America vs Chivas durante el Apertura *NUMBER*.
Clasico Nacional America vs Chivas
El juego America vs Chivas es uno de los duelos más antiguos de la Liga Mexicana y este Clasico Nacional se corresponde con el número *NUMBER*, ya que lleva jugándose desde el año *NUMBER*. Mucha historia para un fútbol como el mexicano, en el que un jugador como Cristiano Ronaldo podría hacer, literalmente, lo que le diera la gana.
Al parecer el estadio Azteca del Club América podría haber estado recibiendo al jugador del Real Madrid , Cristiano Ronaldo sin que nadie lo supiera, ya que el portugués procura no destacar en México .
¿Cómo ha jugado Cristiano Ronaldo en México?
Según nuestras fuentes Cristiano Ronaldo ha estado jugando en la Liga Mexicana bajo el pesudónimo de Marco Fabián, jugador del Club América, con altas dosis de maquillaje para ocultar su identidad y cambios en la forma de jugar para destacar menos.
No es la primera vez que ésto ocurre, ya en los años *NUMBER*, Michel Jordan de los Chicago Bulls de baloncesto , jugó en equipos de Ligas Municipales del estado de Guanajuato, pero nunca se ha podido probar.",http://lavozpopular.com/america-vs-chivas-por-el-clasico-nacional/
320,0,Sport,El Dizque,Maradona y el papa Francisco se fueron de parranda tras el partido de Argentina,"Maradona y el papa Francisco se fueron de parranda tras el partido de Argentina
De auténtico infarto fue el partido entre Argentina y Nigeria, pues a punto estuvieron de quedar eliminados los albicelestes de la Copa del Mundo Rusia *NUMBER*, pero Marcos Rojo anotó el gol salvador en el minuto *NUMBER*, logrando el *NUMBER*-*NUMBER* después de haberse mantenido el *NUMBER*-*NUMBER* por gran parte de la contienda. Messi había abierto el marcador con un gran gol a pase de Banega en el minuto *NUMBER*, mientras que un penal anotado por Moses había servido a Nigeria para empatar en el *NUMBER*'.
Pero una de las cosas que más llamaron la atención durante todo el encuentro fueron las reacciones de Diego Armando Maradona, quien desde un palco del estadio Krestovski de San Petesburgo, celebró el gol de Messi con una especie de invocación espiritista, pero luego se derrumbó cuando cayó el tanto del empate.
Aunque se sabe que al final tuvo que recibir atención médica debido a que se le subió la presión, fuentes locales aseguran que el legendario astro del futbol argentino se recuperó para luego irse a celebrar a un antro local con uno de sus grandes amigos: el papa Francisco.
""Así, es. Nosotros los vimos"", nos contó Grigori Balleschenko, un aficionado del lugar. ""El papa y Maradona estuvieron en una zona privada del club. Pidieron varias bailarinas y el alcohol les fue llevado en gran cantidad"".
De acuerdo a otros testigos, cada uno tomaba vodka como si de agua se tratara, además de que hicieron con las bailarinas cosas impublicables.
Esperemos que este rumor no llegue a confirmarse, pues podría manchar la prístina e intachable reputación del pibe Maradona.",https://www.eldizque.com/maradona-y-el-papa-francisco-se-fueron-de-parranda-tras-el-partido-de-argentina/
321,0,Sport,El Dizque,Los Cachorros de Chicago se deslindan del Cruz Azul,"Los Cachorros de Chicago se deslindan del Cruz Azul
*NUMBER*, fue la última vez que los Chicago Cubs ganaron la Serie Mundial, lo que representa, sin duda, una de las rachas negativas más largas de la historia del deporte profesional. Pero ahora buscarán ganarle a los Indios de Cleveland, quienes también tienen una racha considerable de años sin ser campeones, para ser exactos, desde *NUMBER*.
Los Cachorros, después de haber perdido el primer partido de la serie, han tomado de sorpresa a la directiva del Deportivo Cruz Azul, con un mensaje muy pequeño pero emotivo, el cual, en exclusiva para El, reproducimos íntegro:
""Tenemos grandes esperanzas de que ésta será nuestra campaña, en la que por fin, después de más de un siglo, la maldición terminará y seremos campeones, porque es lo que un equipo siempre anhela, ser el número uno en su deporte, sin importar las adversidades
""Hemos estado muchos años alejados de ser siquiera considerados favoritos, y hoy, estamos dispuestos a todo con tal de ganar nuestro lugar en la historia.
""Por ello, le pedimos amablemente a al Deportivo Cruz Azul, que por favor, evite que sus jugadores e incluso aficionados, haga público su apoyo hacia nosotros. Se los pedimos de la manera más atenta y respetuosa posible, porque de verdad, queremos ganar"".
El Cruz Azul se ha negado a emitir comentarios al respecto.",https://www.eldizque.com/los-cachorros-de-chicago-se-deslindan-del-cruz-azul/
324,0,Sport,El Dizque,"Lionel Messi y el Cruz Azul, favoritos para el Balón de Plata de la FIFA","Lionel Messi y el Cruz Azul, favoritos para el Balón de Plata de la FIFA
Como todos los aficionados saben, el premio que otorga la FIFA al mejor jugador de futbol del mundo es el prestigioso Balón de Oro. Pero desde hace algunos años ha habido un sector de la industria futbolera mundial para establecer otro premio de cualidades similares.
El día de hoy, la FIFA ha determinado que su decisión ha sido la de instaurar el premio con las características pedidas por los solicitantes.
""Este premio es aun mas especial"", nos dijo en entrevista Gianni Infantino, presidente de la FIFA. ""Su nombre será el de 'Totalmente Prestigioso y Excelentísimo Balón de Plata', y se otorgará a los que casi obtienen la victoria, pero les faltó un poquito, ya sean jugadores o equipos"".
El sistema que utilizará la FIFA para medir quien se llevará tan prestigioso galardón será el de tomar en cuenta los votos de todos los subcampeones, segundos máximos anotadores, y en este año, se tomarán en cuenta a los medalla de plata en los olímpicos. ""Una vez que realice el escrutinio, el ganador será el que quede en segundo lugar en la votación"", añadió Infantino.
Los claros favoritos para recibir este nuevo premio son Lionel Messi, el Cruz Azul y la Selección Holandesa.",https://www.eldizque.com/lionel-messi-y-el-cruz-azul-favoritos-para-el-balon-de-plata-de-la-fifa/
325,0,Sport,El Dizque,Tenemos la lista completa de expresiones prohibidas en los estadios enviada por la FIFA a México,"Tenemos la lista completa de expresiones prohibidas en los estadios enviada por la FIFA a México
La FIFA se ha puesto muy enérgica con la Femexfut en relación al grito homofóbico que se oye en los estadios cuando el portero despeja el balón. Prácticamente ha amenazado con que se suspenderán los partidos de seguirse dando esta conducta por parte de los aficionados mexicanos.
Pero esto ya no es el único problema, pues ahora el organismo ha notado muchas otras expresiones que pueden resultar ofensivas. Es por ello que mandó una lista a la Femexfut señalando todas las expresiones prohibidas para los partidos, y que de seguir diciéndolas, incluso se puede desafiliar a México, con todo lo que esto conlleva.
Las expresiones prohibidas son:
¡Mándame dos chelas! Esta expresión para pedir cervezas se puede asimilar a la trata de personas cuyo nombre sea Graciela. Es por ello, es importante que se elimine de una vez por todas de los estadios. El propone que también de bares y cantinas.
¡Ponte sotana! Es una expresión que se usa cuando un jugador hace una mala defensa y el balón le pasa por entre las piernas, pero suena a exigencia a que una persona use una vestimenta asociada a los sacerdotes católicos, sin importar que se viola con ello la libertad de culto.
¡Tócala, papá! Esta es una expresión detestable, pues aunque la hacen los aficionados cuando le piden al jugador que le pase el balón a uno de sus compañeros, puede inferir conductas de tipo sexual entre padres e hijos.
¡Arbitro ciego!
Esto se dice cuando un árbitro no sanciona una jugada correctamente, pero ha hecho que la comunidad de invidentes se quejé de que los pongan al nivel de los árbitros.
¡Como eres pendejo!
Esto se dice cuando un delantero falla el gol solo frente a la portería, pero ha hecho que la comunidad de pendejos se quejé de que los pongan al nivel de los futbolistas pendejos.
""Se le pide a la afición mexicana que se solidarice y se abstenga de mencionar dichas frases en cualquier estadio. No sean putos"", señaló Gianni Infantino, presidente de la FIFA",https://www.eldizque.com/tenemos-la-lista-completa-de-expresiones-prohibidas-en-los-estadios-enviada-por-la-fifa-a-mexico/
328,0,Sport,El Dizque,"Terminando la campaña de los Patriotas, Tom Brady se irá a Miami","Terminando la campaña de los Patriotas, Tom Brady se irá a Miami
Recién terminó la temporada regular en la NFL, y como muchos esperaban, los Patriotas de Nueva Inglaterra calificaron a los playoffs con el mejor récord de la Conferencia Americana.
Comandados como desde hace muchos años por su quarterback Tom Brady, los Patriotass suenan como contendientes, una vez más, para llegar al ansiado súper domingo que se llevará a cabo en Minnesota.
A muchos les sorprende como es que Tom Brady, a los *NUMBER* años, aún puede mantener ese nivel de élite en una liga tan competitiva como lo es la NFL, y parece que todavía tiene para por lo menos dos años más con esa categoría.
Todos son ciclos, se dice, y por eso, el mismo Brady ha hecho el anuncio oficial, de que pase lo que pase en lo que resta de esta temporada, él se irá a Miami.
Recordemos que los de Miami son rivales de su misma conferencia y división, que muchas veces han logrado poner en jaque a los Patriotas.
""Lo he platicado con mi familia, mis amigos, y hasta mi entrenador, y todos coincidimos que es lo mejor. No hay vuelta atrás y estoy ansioso de que llegue ese momento"".
Cuando se le cuestionó si se iba por un mejor salario o si iba a poder armar un equipo a su gusto, Brady se mostró asombrado y dijo no entender la pregunta, hasta que nuestro reportero fue muy directo y le dijo: ¿De cuantos años será su contrato con los Dolphins?
Brady solo se rio y dijo: ""¿Contrato? Naaah, yo me voy a Miami acabando la temporada, pero de vacaciones, pues por acá en Nueva Inglaterra en el invierno hace mucho frío y a estas alturas de mi vida, ya cala más feo"".",https://www.eldizque.com/terminando-la-campana-de-los-patriotas-tom-brady-se-ira-a-miami/
330,0,Sport,La voz popular,ÚLTIMA HORA: SE SUSPENDE EL SUPERBOWL. SÍ HABRÁN ANUNCIOS Y ACTUACIÓN DE LADY GAGA,"ÚLTIMA HORA: SE SUSPENDE EL SUPERBOWL. SÍ HABRÁN ANUNCIOS Y ACTUACIÓN DE LADY GAGA
La NFL acaba de confirmarlo. El partido entre los Atlanta Falcons y New England Patriots que definiría la temporada de fútbol americano en la que iba a ser el famoso Superbowl *NUMBER*, no podrá llevarse a cabo como estaba previsto, debido al mal tiempo y los fuertes vientos que azotan a la ciudad de Houston y especialmente a la Comunidad Autónoma de Galicia.
Españoles, podéis trasnocharos igual
La mayoría del mundo parece estar tranquila con la decisión de la suspensión del Superbowl, ya que el comisionado ha declarado que a pesar de que lo futbolistas no saltarán al campo y las gradas no se llenarán, las pautas publicitarias e inversión millonaria no pueden simplemente dejarse a un lado.
Esto significa que, a pesar de que más de *NUMBER* mil personas tenían entrada para ver este Falcons-Patriots en el NRG Stadium de Houston, no habrá devolución de dinero ni mucho menos. La decisión será la de reubicar a todo este público al Arena Theater de la misma ciudad, para que Lady Gaga pueda dar el concierto a la misma hora estipulada.
Por su parte, en lugar del partido, el evento permitirá que todos los anuncios publicitarios sean transmitidos en un lapso de tiempo más extenso, y de hecho se verán el doble de veces que lo que hayan pagado las marcas.
Sin fecha para jugar la final
Debido a que los anuncios tendrán la misma audiencia, que Lady Gaga se presentará y que en general nadie sabe ni quiénes se enfrentan en el partido de fútbol americano, parece que el encuentro no se planificará para otra fecha, sino que darán como vencedor a los Patriots…""por costumbre"".
Los Patriots proponen una alternativa
A pesar de que los directivos de la NFL ya confirmaron que no podría ser posible jugar el Superbowl LI, New England, confiado de que puede ser hoy un buen día para coronarse nuevamente reyes del fútbol americano, ha propuesto que el partido se juegue en España, en el estadio de fútbol del Lugo, donde sí se jugó fútbol esta jornada a pesar de suspenderse en La Coruña y Vigo.
Florentino puede estar tranquilo
Así como el Real Madrid se quedó decepcionado por no poder aprovechar un encuentro en el cual el Celta saldría con un equipo suplente, la propuesta de los Patriots también ha sido desestimada, lo que le da a los madridistas la idea de que ""no es nada personal"" ni Villarato.
Así que para todo el mundo, todo sigue igual. Vamos a trasnocharnos para ver el espectáculo de Lady Gaga y los graciosos anuncios del medio tiempo del Superbowl.
¡Que viva el deporte!",http://lavozpopular.com/uspendido-superbowl-anuncios-lady-gaga/
331,0,Sport,El Dizque,Otro fraude en Rusia *NUMBER*: Descubren que Messi fue suplantado,"Otro fraude en Rusia *NUMBER*: Descubren que Messi fue suplantado
Sólo un milagro podría salvar a Argentina para no ser eliminada de Rusia *NUMBER* y regresar a casa. Goleados por Croacia y a un partido de terminar la fase de grupos, Argentina podría firmar el peor Mundial de su historia si pierde ante Nigeria.
Es en especial triste para todos aquellos que esperaban que fuera el año donde Lionel Messi demostraría por qué es el mejor jugador del mundo.
Pero esto es todavía más vergonzoso cuando medios internacionales filtraron la noticia de que así como William Campbell ha suplantado al fallecido Paul McCartney durante tantas décadas, el que jugó contra Islandia y falló un penal y se tapó la cara a la hora del himno, no es Messi.",https://www.eldizque.com/otro-fraude-en-la-rusia-2018-descubren-que-messi-fue-suplantado/
332,0,Sport,Modo Noticia,Selección Mexicana es víctima de MALTRATOS y así lo denuncian,"Selección Mexicana es víctima de MALTRATOS y así lo denuncian
Ha salido a la luz una información que tiene a todo el mundo consternado. Y es que la selección de futbol mexicana ha denunciado que ha sufrido de xenofobia, desprecio y racismo en Rusia por parte de la fanaticada y otros equipos.
En un comunicado expresaron que se han sentido realmente agredidos pero que eso no ha permitido que les bajen el ánimo ni las ganas de hacer un excelente trabajo.
""Vamos a llevarle la victoria a nuestro país a pesar de haber sido discriminados aquí en Rusia, nadie se da por vencido,"" señalaron.
El fútbol se ha caracterizado por la inclusión y es realmente preocupante esto que sucedió.",http://modonoticia.com/2018/06/14/explota-el-escandalo-seleccion-mexicana-es-victima-de-maltratos-y-asi-lo-denuncian/
335,0,Sport,El Dizque,El Barcelona podría integrarse a la Liga MX el próximo año,"El Barcelona podría integrarse a la Liga MX el próximo año
Ante la crisis catalana que podría llevar a la independencia de ese territorio autónomo de España, muchas empresas con sede en Cataluña están buscando cambiar sus domicilios fiscales a fin de evitar los problemas que traería la escisión.
Y en vista de que el equipo de futbol Barcelona potencialmente dejaría de jugar en la liga española, ya están analizando opciones. De entrada, descartan dejar la ciudad, así que buscan jugar en torneos de otros países.
Aunque integrarse a la Liga Premier británica parecía la opción más adecuada, Josep Maria Bartomeu, presidente del club, dijo que el interés es jugar en la Liga MX.
""Vosotros sabéis que el Barça merece lo mejor, merece una liga competitiva, y de acuerdo a este folletito que nos han enviado desde México, ninguna liga iguala a la suya"", declaró el dirigente en una rueda de prensa. ""Los números que nos han mandado son impresionantes. La cantidad de goles indican que es un fútbol de altísimo nivel, y bueno, pues nada, que por fin el Barça tendrá rivales de altura"".
Por su parte, Decio de María, presidente de la Federación Mexicana de Futbol, confirmó que la invitación al Barcelona está hecha, y que espera que para el próximo torneo el equipo ya pueda jugar contra las escuadras nacionales: ""Aunque claro, tendrán que empezar en la Liga de Ascenso. No los vamos a poner en la liga mayor así como así, ¿verdad?"".",https://www.eldizque.com/el-barcelona-podria-integrarse-a-la-liga-mx/
